filename,media_id,url
vcf-9-1-deploy-01-installer-landing.jpg,1878,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-01-installer-landing-scaled.jpg
vcf-9-1-deploy-02-depot-settings-overview.jpg,1879,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-02-depot-settings-overview-scaled.jpg
vcf-9-1-deploy-03-broadcom-vcf-portal-home.jpg,1880,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-03-broadcom-vcf-portal-home-scaled.jpg
vcf-9-1-deploy-04-register-software-depot-start.jpg,1881,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-04-register-software-depot-start-scaled.jpg
vcf-9-1-deploy-05-online-depot-activation-code.jpg,1882,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-05-online-depot-activation-code-scaled.jpg
vcf-9-1-deploy-06-register-software-depot-form.jpg,1883,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-06-register-software-depot-form-scaled.jpg
vcf-9-1-deploy-07-depot-activation-code-generated.jpg,1884,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-07-depot-activation-code-generated-scaled.jpg
vcf-9-1-deploy-08-online-depot-authenticate.jpg,1885,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-08-online-depot-authenticate-scaled.jpg
vcf-9-1-deploy-09-depot-connection-active.jpg,1886,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-09-depot-connection-active-scaled.jpg
vcf-9-1-deploy-10-binary-management-download-summary.jpg,1887,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-10-binary-management-download-summary-scaled.jpg
vcf-9-1-deploy-11-binary-management-component-list.jpg,1888,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-11-binary-management-component-list-scaled.jpg
vcf-9-1-deploy-12-binary-management-select-all.jpg,1889,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-12-binary-management-select-all-scaled.jpg
vcf-9-1-deploy-13-binary-download-in-progress.jpg,1890,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-13-binary-download-in-progress-scaled.jpg
vcf-9-1-deploy-14-binary-download-complete.jpg,1891,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-14-binary-download-complete-scaled.jpg
vcf-9-1-deploy-15-installer-binaries-downloaded.jpg,1892,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-15-installer-binaries-downloaded-scaled.jpg
vcf-9-1-deploy-16-deployment-wizard-dropdown.jpg,1893,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-16-deployment-wizard-dropdown-scaled.jpg
vcf-9-1-deploy-17-deployment-wizard-introduction.jpg,1894,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-17-deployment-wizard-introduction-scaled.jpg
vcf-9-1-deploy-18-deployment-paths.jpg,1895,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-18-deployment-paths-scaled.jpg
vcf-9-1-deploy-19-esxi-911-installer-welcome.jpg,1896,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-19-esxi-911-installer-welcome-scaled.jpg
vcf-9-1-deploy-20-esxi-911-installation-complete.jpg,1897,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-20-esxi-911-installation-complete-scaled.jpg
vcf-9-1-deploy-21-plan-existing-component.jpg,1898,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-21-plan-existing-component-scaled.jpg
vcf-9-1-deploy-22-plan-size-options.jpg,1899,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-22-plan-size-options-scaled.jpg
vcf-9-1-deploy-23-plan-network-options-default.jpg,1900,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-23-plan-network-options-default-scaled.jpg
vcf-9-1-deploy-24-plan-network-options-custom.jpg,1901,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-24-plan-network-options-custom-scaled.jpg
vcf-9-1-deploy-25-plan-storage-vmfs-fc.jpg,1902,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-25-plan-storage-vmfs-fc-scaled.jpg
vcf-9-1-deploy-26-plan-review-prerequisites.jpg,1903,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-26-plan-review-prerequisites-scaled.jpg
vcf-9-1-deploy-27-plan-review-prerequisites-fqdns.jpg,1904,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-27-plan-review-prerequisites-fqdns-scaled.jpg
vcf-9-1-deploy-28-plan-review-prerequisites-environment.jpg,1905,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-28-plan-review-prerequisites-environment-scaled.jpg
vcf-9-1-deploy-29-fqdns-ip-addresses-detail.jpg,1906,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-29-fqdns-ip-addresses-detail-scaled.jpg
vcf-9-1-deploy-30-prefill-fqdns-pattern.jpg,1907,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-30-prefill-fqdns-pattern-scaled.jpg
vcf-9-1-deploy-31-prefill-fqdns-generated.jpg,1908,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-31-prefill-fqdns-generated-scaled.jpg
vcf-9-1-deploy-32-prefill-fqdns-full-list.jpg,1909,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-32-prefill-fqdns-full-list.jpg
vcf-9-1-deploy-33-prefill-fqdns-validate.jpg,1910,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-33-prefill-fqdns-validate-scaled.jpg
vcf-9-1-deploy-34-prefill-fqdns-all-validated.jpg,1911,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-34-prefill-fqdns-all-validated-scaled.jpg
vcf-9-1-deploy-35-prepare-general-information.jpg,1912,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-35-prepare-general-information-scaled.jpg
vcf-9-1-deploy-36-prepare-hosts-fingerprints.jpg,1913,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-36-prepare-hosts-fingerprints-scaled.jpg
vcf-9-1-deploy-37-esxi-hardening-script-start.jpg,1914,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-37-esxi-hardening-script-start-scaled.jpg
vcf-9-1-deploy-38-esxi-hardening-dns-host-discovery.jpg,1915,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-38-esxi-hardening-dns-host-discovery-scaled.jpg
vcf-9-1-deploy-39-esxi-hardening-preflight-summary.jpg,1916,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-39-esxi-hardening-preflight-summary-scaled.jpg
vcf-9-1-deploy-40-esxi-hardening-apply-compliance.jpg,1917,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-40-esxi-hardening-apply-compliance-scaled.jpg
vcf-9-1-deploy-41-esxi-cert-regen-intro.jpg,1918,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-41-esxi-cert-regen-intro-scaled.jpg
vcf-9-1-deploy-42-esxi-cert-regen-https-method.jpg,1919,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-42-esxi-cert-regen-https-method-scaled.jpg
vcf-9-1-deploy-43-esxi-cert-regen-run.jpg,1920,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-43-esxi-cert-regen-run-scaled.jpg
vcf-9-1-deploy-44-prepare-hosts-resource-warning.jpg,1921,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-44-prepare-hosts-resource-warning-scaled.jpg
vcf-9-1-deploy-45-prepare-hosts-capacity-breakdown.jpg,1922,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-45-prepare-hosts-capacity-breakdown-scaled.jpg
vcf-9-1-deploy-46-plan-size-options-simple-small.jpg,1923,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-46-plan-size-options-simple-small-scaled.jpg
vcf-9-1-deploy-47-prepare-hosts-simple-capacity.jpg,1924,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-47-prepare-hosts-simple-capacity-scaled.jpg
vcf-9-1-deploy-48-prepare-hosts-resource-warning-modal.jpg,1925,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-48-prepare-hosts-resource-warning-modal-scaled.jpg
vcf-9-1-deploy-49-prepare-networks.jpg,1926,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-49-prepare-networks-scaled.jpg
vcf-9-1-deploy-50-prepare-vcf-management.jpg,1927,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-50-prepare-vcf-management-scaled.jpg
vcf-9-1-deploy-51-prepare-vcenter.jpg,1928,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-51-prepare-vcenter-scaled.jpg
vcf-9-1-deploy-52-prepare-storage-vmfs-fc.jpg,1929,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-52-prepare-storage-vmfs-fc-scaled.jpg
vcf-9-1-deploy-53-prepare-dswitch-topology.jpg,1930,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-53-prepare-dswitch-topology-scaled.jpg
vcf-9-1-deploy-54-prepare-dswitch-vds01.jpg,1931,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-54-prepare-dswitch-vds01-scaled.jpg
vcf-9-1-deploy-55-prepare-dswitch-vds02-nsx.jpg,1932,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-55-prepare-dswitch-vds02-nsx-scaled.jpg
vcf-9-1-deploy-56-prepare-nsx-manager.jpg,1933,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-56-prepare-nsx-manager-scaled.jpg
vcf-9-1-deploy-57-prepare-sddc-manager.jpg,1934,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-57-prepare-sddc-manager-scaled.jpg
vcf-9-1-deploy-58-deploy-review-summary.jpg,1935,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-58-deploy-review-summary-scaled.jpg
vcf-9-1-deploy-59-deploy-review-sections.jpg,1936,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-59-deploy-review-sections-scaled.jpg
vcf-9-1-deploy-60-deploy-validation-start.jpg,1937,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-60-deploy-validation-start-scaled.jpg
vcf-9-1-deploy-61-deploy-validation-progress.jpg,1938,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-61-deploy-validation-progress-scaled.jpg
vcf-9-1-deploy-62-deploy-validation-9of15.jpg,1939,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-62-deploy-validation-9of15-scaled.jpg
vcf-9-1-deploy-63-deploy-validation-capacity-warning.jpg,1940,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-63-deploy-validation-capacity-warning-scaled.jpg
vcf-9-1-deploy-64-deploy-validation-complete.jpg,1941,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-64-deploy-validation-complete-scaled.jpg
vcf-9-1-deploy-65-deployment-in-progress-start.jpg,1942,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-65-deployment-in-progress-start-scaled.jpg
vcf-9-1-deploy-66-deployment-in-progress-vcenter-done.jpg,1943,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-66-deployment-in-progress-vcenter-done-scaled.jpg
vcf-9-1-deploy-67-deployment-nsx-cluster-complete.jpg,1944,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-67-deployment-nsx-cluster-complete-scaled.jpg
vcf-9-1-deploy-68-deployment-vcf-platform-progress.jpg,1945,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-68-deployment-vcf-platform-progress-scaled.jpg
vcf-9-1-deploy-69-deployment-operations-appliance.jpg,1946,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-69-deployment-operations-appliance-scaled.jpg
vcf-9-1-deploy-70-deployment-management-services-complete.jpg,1947,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-70-deployment-management-services-complete-scaled.jpg
vcf-9-1-deploy-71-deployment-complete-success.jpg,1948,https://humbledgeeks.com/wp-content/uploads/2026/06/vcf-9-1-deploy-71-deployment-complete-success-scaled.jpg
